代码,一级行政区,二级行政区,名称,级别,状态,启用时间,变更（弃用）时间,新代码
320522,江苏省,苏州市,太仓县,县级,弃用,1983,1993,329022
320523,江苏省,苏州市,昆山县,县级,弃用,1983,1989,329012
320524,江苏省,苏州市,吴县,县级,弃用,1983,1995,320586
320525,江苏省,苏州市,吴江县,县级,弃用,1983,1992,329018
320581,江苏省,苏州市,常熟市,县级,启用,1995,,
320582,江苏省,苏州市,张家港市,县级,启用,1995,,
320583,江苏省,苏州市,昆山市,县级,启用,1995,,
320584,江苏省,苏州市,吴江市,县级,弃用,1995,2012,320509
320585,江苏省,苏州市,太仓市,县级,启用,1995,,
320586,江苏省,苏州市,吴县市,县级,弃用,1995,2000,320506;320507
320600,江苏省,南通市,南通市,地级,启用,1980,,
320602,江苏省,南通市,崇川区,县级,弃用,1991,2020,320613
320602,江苏省,南通市,城区,县级,变更,1983,1991,320602
320602,江苏省,南通市,城中区,县级,变更,1980,1983,320602
320603,江苏省,南通市,港闸区,县级,弃用,1980,1983,320602
320611,江苏省,南通市,港闸区,县级,弃用,1991,2020,320613
320611,江苏省,南通市,郊区,县级,变更,1980,1991,320611
320612,江苏省,南通市,通州区,县级,启用,2009,,
320613,江苏省,南通市,崇川区,县级,启用,2020,,
320614,江苏省,南通市,海门区,县级,启用,2020,,
320621,江苏省,南通市,海安县,县级,弃用,1983,2018,320685
320622,江苏省,南通市,如皋县,县级,弃用,1983,1991,329016
320623,江苏省,南通市,如东县,县级,启用,1983,,
320624,江苏省,南通市,南通县,县级,弃用,1983,1993,329021
320625,江苏省,南通市,海门县,县级,弃用,1983,1994,329026
320626,江苏省,南通市,启东县,县级,弃用,1983,1989,329013
320681,江苏省,南通市,启东市,县级,启用,1995,,
320682,江苏省,南通市,如皋市,县级,启用,1995,,
320683,江苏省,南通市,通州市,县级,弃用,1995,2009,320612
320684,江苏省,南通市,海门市,县级,弃用,1995,2020,320614
320685,江苏省,南通市,海安市,县级,启用,2018,,
320700,江苏省,连云港市,连云港市,地级,启用,1980,,320711[1981]
320702,江苏省,连云港市,新海区,县级,弃用,1983,1986,320705;320706
320702,江苏省,连云港市,连云港区,县级,变更,1980,1983,320703
320703,江苏省,连云港市,连云区,县级,启用,1983,,
320703,江苏省,连云港市,盐区,县级,变更,1980,1983,320704
320704,江苏省,连云港市,云台区,县级,弃用,1983,2001,320703;320705
320704,江苏省,连云港市,新浦区,县级,变更,1980,1983,320702
320705,江苏省,连云港市,新浦区,县级,弃用,1986,2014,320703[2005];320706
320705,江苏省,连云港市,海州区,县级,变更,1980,1983,320702
320706,江苏省,连云港市,海州区,县级,启用,1986,,
320707,江苏省,连云港市,赣榆区,县级,启用,2014,,
320711,江苏省,连云港市,郊区,县级,弃用,1981,1983,320704
320721,江苏省,连云港市,赣榆县,县级,弃用,1983,2014,320707
320722,江苏省,连云港市,东海县,县级,启用,1983,,
320723,江苏省,连云港市,灌云县,县级,启用,1983,,320705[2005]
320724,江苏省,连云港市,灌南县,县级,启用,1996,,
320800,江苏省,淮安市,淮安市,地级,启用,2000,,
320800,江苏省,淮阴市,淮阴市,地级,变更,1983,2000,321300[1996];320800
320802,江苏省,淮安市,清河区,县级,弃用,2000,2016,320812
320802,江苏省,淮阴市,清河区,县级,变更,1983,2000,320802
320803,江苏省,淮安市,淮安区,县级,启用,2011,,
320803,江苏省,淮安市,楚州区,县级,变更,2000,2011,320803
320804,江苏省,淮安市,淮阴区,县级,启用,2000,,
320811,江苏省,淮安市,清浦区,县级,弃用,2000,2016,320812
320811,江苏省,淮阴市,清浦区,县级,变更,1983,2000,320811
320812,江苏省,淮安市,清江浦区,县级,启用,2016,,
320813,江苏省,淮安市,洪泽区,县级,启用,2016,,
320821,江苏省,淮阴市,淮阴县,县级,弃用,1983,2000,320804
320822,江苏省,淮阴市,灌南县,县级,弃用,1983,1996,320724
320823,江苏省,淮阴市,沭阳县,县级,弃用,1983,1996,321322
320824,江苏省,淮阴市,宿迁县,县级,弃用,1983,1987,329006
320825,江苏省,淮阴市,泗阳县,县级,弃用,1983,1996,321323
320826,江苏省,淮安市,涟水县,县级,启用,2000,,
320826,江苏省,淮阴市,涟水县,县级,变更,1983,2000,320826
320827,江苏省,淮阴市,泗洪县,县级,弃用,1983,1996,321324
320828,江苏省,淮阴市,淮安县,县级,弃用,1983,1987,329010
320829,江苏省,淮安市,洪泽县,县级,弃用,2000,2016,320813
320829,江苏省,淮阴市,洪泽县,县级,变更,1983,2000,320829
320830,江苏省,淮安市,盱眙县,县级,启用,2000,,
320830,江苏省,淮阴市,盱眙县,县级,变更,1983,2000,320830
320831,江苏省,淮安市,金湖县,县级,启用,2000,,
320831,江苏省,淮阴市,金湖县,县级,变更,1983,2000,320831
320881,江苏省,淮阴市,宿迁市,县级,弃用,1995,1996,321302;321321
320882,江苏省,淮阴市,淮安市,县级,弃用,1995,2000,320803
320900,江苏省,盐城市,盐城市,地级,启用,1983,,
320902,江苏省,盐城市,亭湖区,县级,启用,2003,,
320902,江苏省,盐城市,城区,县级,变更,1983,2003,320902
320903,江苏省,盐城市,盐都区,县级,启用,2003,,
320904,江苏省,盐城市,大丰区,县级,启用,2015,,
320911,江苏省,盐城市,郊区,县级,弃用,1983,1996,320902;320928
320921,江苏省,盐城市,响水县,县级,启用,1983,,
320922,江苏省,盐城市,滨海县,县级,启用,1983,,
320923,江苏省,盐城市,阜宁县,县级,启用,1983,,
320924,江苏省,盐城市,射阳县,县级,启用,1983,,
320925,江苏省,盐城市,建湖县,县级,启用,1983,,
320926,江苏省,盐城市,大丰县,县级,弃用,1983,1996,320982
320927,江苏省,盐城市,东台县,县级,弃用,1983,1987,329008
320928,江苏省,盐城市,盐都县,县级,弃用,1996,2003,320902;320903
320981,江苏省,盐城市,东台市,县级,启用,1995,,
320982,江苏省,盐城市,大丰市,县级,弃用,1996,2015,320904
321000,江苏省,扬州市,扬州市,地级,启用,1983,,321011[1984];321200[1996]
321002,江苏省,扬州市,广陵区,县级,启用,1983,,
321003,江苏省,扬州市,邗江区,县级,启用,2000,,321002[2011]
321011,江苏省,扬州市,维扬区,县级,弃用,2002,2011,321003
321011,江苏省,扬州市,郊区,县级,变更,1984,2002,321011
321012,江苏省,扬州市,江都区,县级,启用,2011,,
321021,江苏省,扬州市,兴化县,县级,弃用,1983,1987,329009
321022,江苏省,扬州市,高邮县,县级,弃用,1983,1991,329017
321023,江苏省,扬州市,宝应县,县级,启用,1983,,
321024,江苏省,扬州市,靖江县,县级,弃用,1983,1993,329023
321025,江苏省,扬州市,泰兴县,县级,弃用,1983,1992,329020
321026,江苏省,扬州市,江都县,县级,弃用,1983,1994,329025
321027,江苏省,扬州市,邗江县,县级,弃用,1983,2000,321003
321028,江苏省,扬州市,泰县,县级,弃用,1983,1994,329001[1984];329028
321029,江苏省,扬州市,仪征县,县级,弃用,1983,1986,329002
321081,江苏省,扬州市,仪征市,县级,启用,1995,,
321082,江苏省,扬州市,泰州市,县级,弃用,1995,1996,321202
321083,江苏省,扬州市,兴化市,县级,弃用,1995,1996,321281
321084,江苏省,扬州市,高邮市,县级,启用,1995,,
321085,江苏省,扬州市,靖江市,县级,弃用,1995,1996,321282
321086,江苏省,扬州市,泰兴市,县级,弃用,1995,1996,321283
321087,江苏省,扬州市,姜堰市,县级,弃用,1995,1996,321284
321088,江苏省,扬州市,江都市,县级,弃用,1995,2011,321012
321100,江苏省,镇江市,镇江市,地级,启用,1983,,
321102,江苏省,镇江市,京口区,县级,启用,1984,,
321102,江苏省,镇江市,城区,县级,变更,1983,1984,321102
321111,江苏省,镇江市,润州区,县级,启用,1984,,
321111,江苏省,镇江市,郊区,县级,变更,1983,1984,321111
321112,江苏省,镇江市,丹徒区,县级,启用,2002,,
321121,江苏省,镇江市,丹徒县,县级,弃用,1983,2002,321112
321122,江苏省,镇江市,丹阳县,县级,弃用,1983,1987,329007
321123,江苏省,镇江市,句容县,县级,弃用,1983,1995,321183
321124,江苏省,镇江市,扬中县,县级,弃用,1983,1994,329027
321181,江苏省,镇江市,丹阳市,县级,启用,1995,,
321182,江苏省,镇江市,扬中市,县级,启用,1995,,
321183,江苏省,镇江市,句容市,县级,启用,1995,,
321200,江苏省,泰州市,泰州市,地级,启用,1996,,
321201,江苏省,直辖,泰州市,县级,弃用,1983,1984,329001
321202,江苏省,泰州市,海陵区,县级,启用,1996,,321203[1997]
321203,江苏省,泰州市,高港区,县级,启用,1997,,
321204,江苏省,泰州市,姜堰区,县级,启用,2012,,
321281,江苏省,泰州市,兴化市,县级,启用,1996,,
321282,江苏省,泰州市,靖江市,县级,启用,1996,,
321283,江苏省,泰州市,泰兴市,县级,启用,1996,,
321284,江苏省,泰州市,姜堰市,县级,弃用,1996,2012,321204
321300,江苏省,宿迁市,宿迁市,地级,启用,1996,,
321301,江苏省,直辖,常熟市,县级,弃用,1983,1984,329003
321302,江苏省,宿迁市,宿城区,县级,启用,1996,,321311[2004]
321311,江苏省,宿迁市,宿豫区,县级,启用,2004,,
321321,江苏省,宿迁市,宿豫县,县级,弃用,1996,2004,321302;321311
321322,江苏省,宿迁市,沭阳县,县级,启用,1996,,
321323,江苏省,宿迁市,泗阳县,县级,启用,1996,,321302[2004]
321324,江苏省,宿迁市,泗洪县,县级,启用,1996,,321302[2004]
322100,江苏省,徐州地区,徐州地区,地级,弃用,1980,1983,320300;320700
322121,江苏省,徐州地区,丰县,县级,弃用,1980,1983,320321
322122,江苏省,徐州地区,沛县,县级,弃用,1980,1983,320322
322123,江苏省,徐州地区,铜山县,县级,弃用,1980,1983,320323
322124,江苏省,徐州地区,睢宁县,县级,弃用,1980,1983,320324
322125,江苏省,徐州地区,邳县,县级,弃用,1980,1983,320325
322126,江苏省,徐州地区,新沂县,县级,弃用,1980,1983,320326
322127,江苏省,徐州地区,东海县,县级,弃用,1980,1983,320722
322128,江苏省,徐州地区,赣榆县,县级,弃用,1980,1983,320721
322200,江苏省,淮阴地区,淮阴地区,地级,弃用,1980,1983,320800
322201,江苏省,淮阴地区,清江市,县级,弃用,1980,1983,320802;320811
322221,江苏省,淮阴地区,淮阴县,县级,弃用,1980,1983,320821
322222,江苏省,淮阴地区,灌云县,县级,弃用,1980,1983,320723
322223,江苏省,淮阴地区,灌南县,县级,弃用,1980,1983,320822
322224,江苏省,淮阴地区,沭阳县,县级,弃用,1980,1983,320823
322225,江苏省,淮阴地区,宿迁县,县级,弃用,1980,1983,320824
322226,江苏省,淮阴地区,泗阳县,县级,弃用,1980,1983,320825
322227,江苏省,淮阴地区,涟水县,县级,弃用,1980,1983,320826
322228,江苏省,淮阴地区,泗洪县,县级,弃用,1980,1983,320827
322229,江苏省,淮阴地区,淮安县,县级,弃用,1980,1983,320828
322230,江苏省,淮阴地区,洪泽县,县级,弃用,1980,1983,320829
322231,江苏省,淮阴地区,盱眙县,县级,弃用,1980,1983,320830
322232,江苏省,淮阴地区,金湖县,县级,弃用,1980,1983,320831
322300,江苏省,盐城地区,盐城地区,地级,弃用,1980,1983,320900
322321,江苏省,盐城地区,响水县,县级,弃用,1980,1983,320921
322322,江苏省,盐城地区,滨海县,县级,弃用,1980,1983,320922
322323,江苏省,盐城地区,阜宁县,县级,弃用,1980,1983,320923
322324,江苏省,盐城地区,射阳县,县级,弃用,1980,1983,320924
322325,江苏省,盐城地区,建湖县,县级,弃用,1980,1983,320925
322326,江苏省,盐城地区,盐城县,县级,弃用,1980,1983,320902;320911
322327,江苏省,盐城地区,大丰县,县级,弃用,1980,1983,320926
322328,江苏省,盐城地区,东台县,县级,弃用,1980,1983,320927
322400,江苏省,扬州地区,扬州地区,地级,弃用,1980,1983,321000;321201
322401,江苏省,扬州地区,扬州市,县级,弃用,1980,1983,321002
322402,江苏省,扬州地区,泰州市,县级,弃用,1980,1983,321201
322421,江苏省,扬州地区,兴化县,县级,弃用,1980,1983,321021
322422,江苏省,扬州地区,高邮县,县级,弃用,1980,1983,321022
322423,江苏省,扬州地区,宝应县,县级,弃用,1980,1983,321023
322424,江苏省,扬州地区,靖江县,县级,弃用,1980,1983,321024
322425,江苏省,扬州地区,泰兴县,县级,弃用,1980,1983,321025
322426,江苏省,扬州地区,江都县,县级,弃用,1980,1983,321026
322427,江苏省,扬州地区,邗江县,县级,弃用,1980,1983,321027
322428,江苏省,扬州地区,泰县,县级,弃用,1980,1983,321028
322429,江苏省,扬州地区,仪征县,县级,弃用,1980,1983,321029
322500,江苏省,南通地区,南通地区,地级,弃用,1980,1983,320600
322521,江苏省,南通地区,海安县,县级,弃用,1980,1983,320621
322522,江苏省,南通地区,如皋县,县级,弃用,1980,1983,320622
322523,江苏省,南通地区,如东县,县级,弃用,1980,1983,320623
322524,江苏省,南通地区,南通县,县级,弃用,1980,1983,320624
322525,江苏省,南通地区,海门县,县级,弃用,1980,1983,320625
322526,江苏省,南通地区,启东县,县级,弃用,1980,1983,320626
322600,江苏省,镇江地区,镇江地区,地级,弃用,1980,1983,320100;320200;320400;321100
322601,江苏省,镇江地区,镇江市,县级,弃用,1980,1983,321102;321111
322621,江苏省,镇江地区,丹徒县,县级,弃用,1980,1983,321121
322622,江苏省,镇江地区,武进县,县级,弃用,1980,1983,320421
322623,江苏省,镇江地区,丹阳县,县级,弃用,1980,1983,321122
322624,江苏省,镇江地区,句容县,县级,弃用,1980,1983,321123
322625,江苏省,镇江地区,金坛县,县级,弃用,1980,1983,320422
322626,江苏省,镇江地区,溧水县,县级,弃用,1980,1983,320124
322627,江苏省,镇江地区,高淳县,县级,弃用,1980,1983,320125
322628,江苏省,镇江地区,溧阳县,县级,弃用,1980,1983,320423
322629,江苏省,镇江地区,宜兴县,县级,弃用,1980,1983,320223
322630,江苏省,镇江地区,扬中县,县级,弃用,1980,1983,321124
322700,江苏省,苏州地区,苏州地区,地级,弃用,1980,1983,320200;320500;321301
322721,江苏省,苏州地区,江阴县,县级,弃用,1980,1983,320221
322722,江苏省,苏州地区,无锡县,县级,弃用,1980,1983,320222
322723,江苏省,苏州地区,沙洲县,县级,弃用,1980,1983,320521
322724,江苏省,苏州地区,常熟县,县级,弃用,1980,1983,321301
322725,江苏省,苏州地区,太仓县,县级,弃用,1980,1983,320522
322726,江苏省,苏州地区,昆山县,县级,弃用,1980,1983,320523
322727,江苏省,苏州地区,吴县,县级,弃用,1980,1983,320524
322728,江苏省,苏州地区,吴江县,县级,弃用,1980,1983,320525
329001,江苏省,直辖,泰州市,县级,弃用,1984,1995,321082
329002,江苏省,直辖,仪征市,县级,弃用,1986,1995,321081
329003,江苏省,直辖,常熟市,县级,弃用,1984,1995,320581
329004,江苏省,直辖,张家港市,县级,弃用,1986,1995,320582
329005,江苏省,直辖,江阴市,县级,弃用,1987,1995,320281
329006,江苏省,直辖,宿迁市,县级,弃用,1987,1995,320881
329007,江苏省,直辖,丹阳市,县级,弃用,1987,1995,321181
329008,江苏省,直辖,东台市,县级,弃用,1987,1995,320981
329009,江苏省,直辖,兴化市,县级,弃用,1987,1995,321083
329010,江苏省,直辖,淮安市,县级,弃用,1987,1995,320882
329011,江苏省,直辖,宜兴市,县级,弃用,1988,1995,320282
329012,江苏省,直辖,昆山市,县级,弃用,1989,1995,320583
329013,江苏省,直辖,启东市,县级,弃用,1989,1995,320681
329014,江苏省,直辖,新沂市,县级,弃用,1990,1995,320381
329015,江苏省,直辖,溧阳市,县级,弃用,1990,1995,320481
329016,江苏省,直辖,如皋市,县级,弃用,1991,1995,320682
329017,江苏省,直辖,高邮市,县级,弃用,1991,1995,321084
329018,江苏省,直辖,吴江市,县级,弃用,1992,1995,320584
329019,江苏省,直辖,邳州市,县级,弃用,1992,1995,320382
329020,江苏省,直辖,泰兴市,县级,弃用,1992,1995,321086
329021,江苏省,直辖,通州市,县级,弃用,1993,1995,320683
329022,江苏省,直辖,太仓市,县级,弃用,1993,1995,320585
329023,江苏省,直辖,靖江市,县级,弃用,1993,1995,321085
329024,江苏省,直辖,金坛市,县级,弃用,1993,1995,320482
329025,江苏省,直辖,江都市,县级,弃用,1994,1995,321088
329026,江苏省,直辖,海门市,县级,弃用,1994,1995,320684
329027,江苏省,直辖,扬中市,县级,弃用,1994,1995,321182
329028,江苏省,直辖,姜堰市,县级,弃用,1994,1995,321087
330000,浙江省,,浙江省,省级,启用,1980,,
330100,浙江省,杭州市,杭州市,地级,启用,1980,,
330102,浙江省,杭州市,上城区,县级,启用,1980,,
330103,浙江省,杭州市,下城区,县级,弃用,1980,2021,330105
330104,浙江省,杭州市,江干区,县级,弃用,1980,2021,330102[1996];330102;330114
330105,浙江省,杭州市,拱墅区,县级,启用,1980,,330103[1996]
330106,浙江省,杭州市,西湖区,县级,启用,1980,,330105[1996];330108[1996]
330107,浙江省,杭州市,半山区,县级,弃用,1980,1990,330105
